Adobe After Effects 8.0 Keyframe Data

	Units Per Second	24
	Source Width	640
	Source Height	480
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Effects	Point Control #1	Point #2
	23	171.59521	316.67566
	24	170.768	316.6334
	25	170.25058	316.18527
	26	169.50885	316.0912
	27	169.56018	316.45633
	28	168.8672	315.91266
	29	169.07666	315.4937
	30	168.93405	313.62775
	31	169.45572	310.1963
	32	172.48264	309.40787
	33	173.31729	307.88394
	34	173.192	306.81866
	35	166.68301	300.69327
	36	162.51306	297.09824
	37	159.45969	295.53928
	38	155.28487	290.01135
	39	155.7912	288.04147
	40	155.93912	285.7381
	41	157.12292	282.50397
	42	161.22546	281.2563
	43	161.9342	280.8793
	44	162.2271	282.03268
	45	164.56088	284.97302
	46	166.0672	288.24573
	47	172.0147	293.58765
	48	174.5148	296.26627
	49	178.84052	299.94885
	50	180.00058	306.8324
	51	179.20145	308.89838
	52	180.68445	311.53253
	53	182.13971	313.85648
	54	184.46764	318.69223
	55	184.75516	319.02548
	56	184.73595	319.1447
	57	185.2753	319.37402
	58	185.6904	319.75684
	59	183.70865	318.56885
	60	181.64227	317.33954
	61	180.20486	315.87943
	62	179.89713	315.41956
	63	178.06027	312.89832
	64	176.9624	312.17612
	65	175.91393	310.5494
	66	172.53369	304.28308
	67	169.89163	300.10114
	68	165.89021	297.3459
	69	164.0193	294.44498
	70	160.96289	291.80237
	71	158.8923	285.12305
	72	159.5493	283.3955
	73	160.72162	282.18372
	74	163.62228	280.76355
	75	168.03932	283.0441
	76	168.39359	283.7932
	77	169.68335	284.66357
	78	171.44661	286.02792
	79	173.5322	289.0174
	80	175.79436	293.03146
	81	180.67166	300.7333
	82	182.9347	304.4522
	83	181.16245	308.51715
	84	180.39522	310.6667
	85	180.0752	314.3609
	86	181.86261	316.67374
	87	183.60986	320.09
	88	181.4719	320.64722
	89	179.18694	320.3504
	90	179.29416	319.98846
	91	173.89752	315.6733
	92	172.30167	313.35373
	93	169.82256	311.4933
	94	166.14856	309.66446
	95	164.78	306.94226
	96	162.18686	304.3048
	97	161.43729	302.05847
	98	158.66765	299.5225
	99	154.7096	294.90225
	100	150.68785	295.2802
	101	147.06448	292.76068
	102	142.09334	290.3936
	103	140.37721	285.1313
	104	142.68858	285.18085
	105	145.2442	287.72552
	106	152.24338	290.84866
	107	160.80975	296.02185
	108	164.14935	297.2169
	109	166.23201	297.78128
	110	166.8949	299.59717
	111	171.1456	305.7539
	112	177.33084	310.45154
	113	181.06479	313.81668
	114	181.88968	314.87018
	115	181.11102	316.6141
	116	177.28763	318.54083
	117	176.16722	318.62488
	118	171.87497	319.78363
	119	167.52707	318.54102
	120	165.06422	318.71628
	121	161.17712	317.7167
	122	157.61218	317.65396
	123	155.71104	314.39594
	124	154.67749	314.05923
	125	153.56259	313.396
	126	153.09528	312.7694
	127	153.98276	313.50177
	128	154.23143	313.1818
	129	153.39583	311.0557
	130	153.37436	308.7984
	131	153.20375	305.51654
	132	153.46574	304.34882
	133	153.27986	303.1459
	134	152.77989	302.03937
	135	154.1604	302.7522
	136	153.94623	302.992
	137	154.33084	302.5593
	138	154.99564	303.44714
	139	157.90971	303.94293
	140	159.60345	304.40878
	141	161.18753	304.1465
	142	162.4993	306.08243
	143	165.09369	307.17566
	144	166.03018	307.75055
	145	166.71747	308.82965
	146	167.02481	309.3329
	147	167.75317	310.28082
	148	167.82205	310.50284
	149	168.0011	310.33557
	150	168.34578	310.45682
	151	168.75826	310.00638
	152	170.15869	310.28415
	153	170.92056	310.91177
	154	172.1477	311.36987
	155	172.67363	312.95123
	156	173.77435	313.5506
	157	175.90698	314.2642
	158	175.77309	313.313
	159	178.62543	314.08612

Effects	Point Control #15	Point #2
	Frame	X pixels	Y pixels
	0	162.78	392.99057
	1	163.74663	392.16727
	2	164.21246	391.59894
	3	165.54752	391.10184
	4	165.2442	389.7452
	5	163.40147	390.3664
	6	161.9699	385.52884
	7	160.09225	383.01184
	8	158.73405	382.3463
	9	157.74013	382.64355
	10	156.16446	375.83084
	11	155.5031	376.67822
	12	155.09084	378.27487
	13	154.93716	377.26526
	14	154.6836	383.64844
	15	157.20004	385.2641
	16	157.79588	388.96198
	17	159.54788	389.511
	18	160.6405	391.9979
	19	159.94704	392.3935
	20	159.64659	389.8656
	21	160.22812	388.56128
	22	160.67603	389.31445
	23	161.24878	388.8268
	24	160.74828	387.37363
	25	161.47433	386.73236
	26	161.22636	386.46603
	27	161.99252	387.09448
	28	161.20987	386.4348
	29	161.50372	386.63275
	30	161.56319	384.85724
	31	162.53308	384.49286
	32	165.01619	385.2052
	33	165.85141	384.2342
	34	167.09288	385.32465
	35	165.15054	384.5189
	36	163.23697	385.8125
	37	160.92664	386.2849
	38	155.33626	377.09442
	39	153.54547	370.47382
	40	151.27231	365.6673
	41	151.29774	362.96362
	42	150.70341	366.863
	43	150.63858	371.84763
	44	152.30994	378.9456
	45	155.29178	384.6558
	46	158.42294	388.68457
	47	165.02982	396.24847
	48	167.2026	396.39807
	49	170.22244	398.37097
	50	169.43683	398.0055
	51	168.95805	397.61597
	52	169.67682	398.36578
	53	169.61026	398.12408
	54	169.83635	399.052
	55	169.37828	396.94513
	56	169.65839	396.19162
	57	169.77968	395.9115
	58	169.44197	395.91486
	59	168.77713	394.40503
	60	168.96248	394.18018
	61	169.81686	393.92065
	62	170.32886	394.11148
	63	170.90834	392.44604
	64	170.43213	392.4243
	65	170.51761	392.5703
	66	171.9943	391.71753
	67	171.45354	391.07837
	68	169.58646	393.19562
	69	168.70267	391.9621
	70	165.88326	389.49548
	71	160.82048	382.28363
	72	158.17467	381.86572
	73	156.25087	378.69916
	74	155.9222	373.5249
	75	154.58559	375.7873
	76	154.97932	378.4162
	77	156.42236	380.153
	78	160.95682	386.91266
	79	164.82309	392.87326
	80	167.41977	395.13406
	81	171.69568	399.58365
	82	173.08841	396.13007
	83	171.92812	395.9961
	84	171.76927	395.528
	85	171.6351	397.24857
	86	173.54323	396.865
	87	174.27719	396.1537
	88	172.21844	394.69183
	89	171.02739	393.59656
	90	171.97365	394.08435
	91	170.36624	393.3653
	92	170.29848	393.12662
	93	169.5691	393.05798
	94	168.9526	394.995
	95	170.42372	395.95868
	96	169.86864	393.80066
	97	171.14943	394.2105
	98	170.61446	394.28848
	99	167.82208	392.00916
	100	165.00243	391.9405
	101	161.8756	384.72388
	102	157.68411	381.78943
	103	149.25102	368.20007
	104	147.65518	359.96625
	105	147.44058	358.14142
	106	135.37697	372.25635
	107	133.29724	382.6276
	108	135.65085	384.49445
	109	140.47421	386.1407
	110	144.59035	387.23367
	111	159.8524	396.52725
	112	168.9606	399.26178
	113	171.87991	398.55237
	114	172.59045	397.81015
	115	171.70935	398.6057
	116	169.5332	399.6996
	117	169.87114	399.32553
	118	168.59346	401.92288
	119	167.53157	399.38214
	120	166.54755	400.21686
	121	164.9896	398.7049
	122	163.6673	400.09875
	123	165.9716	399.8672
	124	166.90439	401.82495
	125	167.38023	401.37006
	126	167.32867	401.2368
	127	168.37263	402.2537
	128	169.54834	402.56064
	129	169.36188	400.4848
	130	170.05539	400.46222
	131	171.0188	400.76038
	132	172.52669	400.87946
	133	172.98311	399.97308
	134	171.70961	398.71674
	135	171.4581	399.58795
	136	171.7714	399.87726
	137	171.67296	399.66232
	138	172.77652	401.20087
	139	172.63812	399.35248
	140	173.01878	400.48608
	141	173.25546	399.52124
	142	173.04178	400.83197
	143	172.58469	399.28503
	144	172.89899	399.43512
	145	172.6948	399.8698
	146	172.9068	399.71625
	147	173.84778	400.6046
	148	173.38876	400.5462
	149	173.11124	400.02484
	150	173.3091	399.4507
	151	172.96478	399.3998
	152	173.20026	399.49164
	153	173.77078	400.6739
	154	174.80945	401.394
	155	173.94775	401.52234
	156	174.94164	401.98788
	157	175.29036	401.54004
	158	173.82225	399.74112
	159	173.16516	400.37787


End of Keyframe Data
