Adobe After Effects 8.0 Keyframe Data

	Units Per Second	24
	Source Width	640
	Source Height	480
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #1	Position
	Frame	X pixels	Y pixels
	61	290.71826	110.67644
	62	290.55075	110.97859
	63	289.9593	111.10414
	64	290.06293	111.364685
	65	290.1179	111.355286
	66	290.11783	110.54567
	67	290.4156	111.63023
	68	289.92865	112.03583
	69	289.89194	111.74315
	70	290.2229	111.36363
	71	290.50748	110.6351
	72	290.90683	109.90396
	73	291.0048	110.332275
	74	291.34198	110.88115
	75	291.6282	111.460495
	76	291.78775	110.652374
	77	291.8636	110.294754
	78	292.1524	110.059006
	79	292.4248	110.29549
	80	292.6332	109.9189
	81	292.9733	110.37366
	82	293.26685	111.36702
	83	293.19678	111.75319
	84	293.42847	111.6828
	85	293.4714	111.52585
	86	293.13434	110.70215
	87	293.48273	111.5959
	88	294.08325	111.90108
	89	294.3336	111.812195
	90	294.6379	111.58458
	91	294.9001	111.32735
	92	296.01273	111.71977
	93	296.38608	111.333466
	94	296.72705	111.36842
	95	297.15164	111.1835
	96	297.4632	111.45337
	97	297.53262	111.35249
	98	297.62097	112.02276
	99	297.7413	112.20514
	100	297.78925	112.15811
	101	297.93655	112.181335
	102	297.86902	111.85458
	103	297.7477	111.97444
	104	297.82193	111.47987
	105	298.1107	111.32944
	106	298.46765	111.15137
	107	298.71634	111.132965
	108	298.72128	110.8817
	109	298.6852	110.95627
	110	298.3325	111.18103
	111	298.01172	111.68608
	112	297.21213	112.50509
	113	297.11008	112.338684
	114	297.11908	112.422775
	115	297.10928	112.63443
	116	296.8255	112.5172
	117	296.4135	112.67842
	118	296.0503	111.580414
	119	295.71982	111.186264
	120	295.08832	111.043106
	121	294.76932	111.18681
	122	294.59442	111.102036
	123	294.3584	111.407486
	124	293.7391	111.43451
	125	293.6785	110.567535
	126	293.57123	110.18616
	127	293.44614	109.81787
	128	292.71072	109.90085
	129	292.50726	110.25813
	130	292.05267	110.185074
	131	291.9312	110.67128
	132	291.66742	111.15802
	133	291.85147	111.35405
	134	291.80377	111.44977
	135	291.97476	111.44141
	136	292.12433	112.27623
	137	291.52625	112.62129
	138	291.47736	112.782814
	139	290.95456	112.80516
	140	290.6377	112.92356
	141	290.64725	112.78279
	142	290.49545	112.151344
	143	290.06818	112.08299
	144	289.96744	111.92903
	145	289.28293	112.06052
	146	288.73193	111.85246
	147	288.46313	112.01139
	148	287.7299	111.25528
	149	287.48187	111.646545
	150	287.3551	110.9725
	151	287.19553	110.802414

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #3	Position
	Frame	X pixels	Y pixels
	0	322.15915	172.5549
	1	324.7326	172.36642
	2	327.29312	171.27963
	3	329.49994	170.39725
	4	334.42447	170.966
	5	336.57242	170.85367
	6	338.31946	170.83502
	7	340.36087	171.59943
	8	342.85916	170.58925
	9	343.82837	170.93347
	10	344.71124	173.0233
	11	345.7544	173.423
	12	346.60693	173.37952
	13	346.78424	174.16742
	14	346.7155	173.6329
	15	346.70282	174.0592
	16	346.5011	172.38947
	17	345.9952	171.74193
	18	345.7187	170.85211
	19	345.7077	170.37468
	20	344.42502	170.41885
	21	343.6989	171.71658
	22	342.83105	169.81091
	23	340.99127	169.01392
	24	337.21265	168.21048
	25	335.0284	169.26369
	26	333.0856	169.80078
	27	331.2674	170.19382
	28	326.1231	171.0123
	29	323.8416	171.73619
	30	322.11462	171.79294
	31	319.68048	173.34785
	32	315.52063	174.90521
	33	313.25345	174.46786
	34	311.11877	174.43604
	35	309.33392	174.7135
	36	306.84042	174.67004
	37	306.06155	175.1995
	38	305.31006	175.21144
	39	304.58456	175.97736
	40	303.20593	176.19724
	41	302.6049	175.68936
	42	301.57333	174.71024
	43	300.7693	174.72852
	44	299.70978	174.54822
	45	298.96158	175.54224
	46	298.66354	175.40149
	47	298.38806	175.43535
	48	297.59277	174.94485
	49	297.16528	174.71997
	50	296.7908	174.97684
	51	296.46817	175.11694
	52	295.2454	175.29851
	53	295.09793	175.16597
	54	294.83298	175.72174
	55	294.50897	175.18524
	56	293.75928	174.4036
	57	293.688	174.24237
	58	293.30765	173.83813
	59	293.08014	173.52065
	60	292.45758	173.03532
	61	291.52417	172.79126
	62	291.0902	173.053
	63	290.616	173.22107
	64	291.4327	173.93579
	65	291.90326	173.91365
	66	292.03458	172.84875
	67	292.386	174.28519
	68	291.62555	174.83595
	69	291.38007	174.3894
	70	291.70142	174.13197
	71	291.9567	173.2077
	72	292.05746	172.28162
	73	292.43903	172.5925
	74	292.87042	173.2471
	75	293.41965	173.87842
	76	293.76773	172.90967
	77	293.76593	172.42215
	78	293.92352	172.1225
	79	294.12677	172.35919
	80	294.33594	171.73123
	81	294.70758	172.06708
	82	294.6982	173.27966
	83	294.56906	173.76071
	84	295.05115	173.41226
	85	295.25055	173.23209
	86	295.0818	172.3284
	87	295.52344	173.27393
	88	295.9199	173.59476
	89	296.18695	173.47958
	90	296.28333	173.28279
	91	296.50732	172.9895
	92	297.43793	173.7427
	93	297.79788	173.37585
	94	298.18433	173.42725
	95	298.67798	173.23895
	96	299.3276	173.72144
	97	299.6008	173.74765
	98	300.00363	174.51465
	99	300.2398	174.72884
	100	300.10764	174.73468
	101	300.10815	174.7714
	102	299.90482	174.4367
	103	299.74866	174.53427
	104	299.1909	173.85155
	105	299.11642	173.52617
	106	299.19116	173.3209
	107	299.23718	173.28595
	108	298.86554	173.02455
	109	298.6771	173.3086
	110	298.554	173.40671
	111	297.99115	173.89313
	112	296.44977	175.1581
	113	295.95493	174.96484
	114	295.6841	175.039
	115	295.52722	175.28452
	116	295.1571	175.21036
	117	295.12607	175.47156
	118	295.29947	174.16086
	119	295.21234	173.65253
	120	295.08762	173.33728
	121	295.0081	173.46396
	122	294.98044	173.3802
	123	295.14758	173.67554
	124	294.9983	173.80812
	125	294.94952	172.71909
	126	294.97507	172.2063
	127	294.98785	171.8457
	128	294.37805	172.16145
	129	293.9496	172.64003
	130	293.5925	172.52904
	131	293.50903	173.18057
	132	293.17953	173.51794
	133	293.5138	173.66669
	134	293.66013	173.65778
	135	293.76694	173.63797
	136	293.7645	174.52579
	137	292.96103	174.83246
	138	292.4801	175.0063
	139	291.5397	175.00961
	140	290.69293	175.39917
	141	290.70813	175.37794
	142	290.61752	174.75229
	143	290.46625	174.84927
	144	291.23853	174.58986
	145	290.44028	174.85814
	146	289.85614	174.52896
	147	289.78967	174.83417
	148	289.57465	173.7012
	149	289.5638	174.32571
	150	289.67972	173.57358
	151	289.80545	173.25372

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #4	Position
	Frame	X pixels	Y pixels
	0	376.60645	103.481995
	1	379.41644	103.215485
	2	381.85498	102.30861
	3	384.14423	101.660065
	4	389.30505	102.44736
	5	391.4659	102.521255
	6	393.57208	102.8215
	7	395.6607	103.96738
	8	398.77612	103.69133
	9	399.89105	104.34616
	10	401.07755	106.37648
	11	402.0158	106.80168
	12	402.8777	106.71968
	13	403.07315	107.43222
	14	402.98203	107.16135
	15	403.05878	107.570465
	16	402.76422	106.43669
	17	402.6337	106.22894
	18	402.39862	105.67592
	19	402.1378	105.19919
	20	400.68494	105.11006
	21	399.9273	105.81392
	22	399.073	104.50862
	23	397.42834	104.17981
	24	393.60352	103.68771
	25	391.42676	104.95885
	26	389.32495	105.5403
	27	387.43585	106.0383
	28	382.6499	106.92612
	29	380.1897	107.63318
	30	378.1742	107.34833
	31	376.03174	109.01457
	32	372.0099	110.68672
	33	369.978	110.79668
	34	368.1645	111.20152
	35	366.5518	111.71657
	36	363.85147	111.8331
	37	363.02283	112.23831
	38	362.11707	111.96161
	39	361.3333	112.69386
	40	360.1605	113.03359
	41	359.4878	112.50578
	42	358.3504	111.35716
	43	357.5144	111.25119
	44	356.49878	110.820114
	45	355.7593	111.5802
	46	355.13605	111.42093
	47	354.70096	111.4185
	48	353.74365	110.90227
	49	353.26544	110.61301
	50	352.79443	110.78146
	51	352.31116	110.72122
	52	351.06207	110.94948
	53	350.87708	110.799484
	54	350.55603	111.38078
	55	350.11838	110.92944
	56	349.41425	111.23442
	57	349.51706	111.60808
	58	349.281	111.583435
	59	349.1185	111.411804
	60	348.67438	111.37065
	61	347.91547	111.164
	62	347.87628	111.37343
	63	347.37228	111.18811
	64	347.62482	110.705444
	65	347.70877	110.26834
	66	347.62405	109.44121
	67	348.0155	110.55115
	68	347.63492	110.973785
	69	347.587	110.79683
	70	347.91367	110.49434
	71	348.1231	109.87363
	72	348.36163	109.55171
	73	348.36383	109.91417
	74	348.64987	110.54393
	75	348.79053	111.26926
	76	348.65088	110.81967
	77	348.50745	110.88661
	78	348.59918	111.06436
	79	348.74893	111.561935
	80	348.57053	111.68637
	81	348.7824	112.26123
	82	349.0719	113.50888
	83	349.01727	113.89435
	84	349.14642	113.729706
	85	349.16873	113.45207
	86	348.78503	112.49491
	87	349.10785	113.376686
	88	349.6292	113.99329
	89	349.91214	113.87597
	90	350.22113	113.8148
	91	350.52295	113.53886
	92	351.9115	113.72621
	93	352.41864	113.15426
	94	352.8695	113.035545
	95	353.4284	112.637535
	96	353.97113	112.34875
	97	354.12665	111.96623
	98	354.3023	112.24597
	99	354.47604	112.23295
	100	354.55585	112.21182
	101	354.65448	112.36826
	102	354.50098	112.238785
	103	354.1988	112.67576
	104	353.99786	113.10867
	105	354.23303	113.35343
	106	354.5075	113.547264
	107	354.66864	113.84419
	108	354.6442	114.01394
	109	354.57565	114.27984
	110	354.15472	114.41963
	111	353.67578	115.32772
	112	352.90454	116.61277
	113	352.71606	116.81208
	114	352.61185	117.209656
	115	352.5853	117.517815
	116	352.2746	117.438896
	117	351.93634	117.18561
	118	351.45752	115.77653
	119	351.05243	115.272644
	120	350.315	114.88373
	121	349.95978	114.90821
	122	349.73483	114.76648
	123	349.48242	114.757416
	124	348.92004	114.231544
	125	348.75452	113.51439
	126	348.56757	113.13286
	127	348.40274	112.700935
	128	347.80624	112.51161
	129	347.66656	113.00332
	130	347.25644	112.86167
	131	347.27985	113.15796
	132	347.2434	113.56967
	133	347.43903	113.673294
	134	347.4204	113.60624
	135	347.63608	113.59494
	136	347.89117	114.42763
	137	347.5445	114.56836
	138	347.6183	114.93235
	139	347.26105	115.075165
	140	347.1643	115.439064
	141	347.2791	115.22606
	142	347.19333	114.46614
	143	346.8457	114.092606
	144	346.61807	113.4294
	145	346.1118	113.410255
	146	345.63077	113.092064
	147	345.45596	112.99763
	148	344.74118	111.63667
	149	344.5676	111.77469
	150	344.39755	110.94281
	151	344.2184	110.52698

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #5	Position
	Frame	X pixels	Y pixels
	0	448.04135	169.82523
	1	451.35602	166.97057
	2	455.92786	163.85721
	3	461.06696	159.8989
	4	470.9831	155.24701
	5	475.24005	153.7698
	6	477.94287	151.16031
	7	480.86304	149.7524
	8	485.44238	146.75327
	9	486.7199	145.89392
	10	487.2038	145.16669
	11	487.70483	145.27518
	12	489.6159	145.30527
	13	490.06924	145.21854
	14	491.13574	145.427
	15	491.2813	145.57968
	16	492.1372	146.14499
	17	492.26495	146.68814
	18	491.42645	147.25664
	19	491.7064	146.66415
	20	489.84625	145.02264
	21	488.90576	143.43292
	22	486.6051	142.06613
	23	484.9661	140.36755
	24	483.41876	138.47299
	25	481.01385	137.90573
	26	479.40445	137.44565
	27	477.1385	137.14743
	28	471.51678	138.39993
	29	468.91754	139.2315
	30	466.1701	140.6196
	31	465.061	142.37735
	32	461.3219	144.0767
	33	459.64117	144.37622
	34	458.5526	144.99478
	35	457.2085	146.77783
	36	452.61072	147.38628
	37	451.14264	147.43835
	38	450.7509	147.53261
	39	449.7558	147.3385
	40	448.18787	147.51332
	41	447.92834	147.39296
	42	447.69843	147.16496
	43	446.41788	146.02881
	44	443.28192	144.91724
	45	442.3551	144.61691
	46	441.68036	144.51764
	47	441.33704	144.17493
	48	439.95172	144.0704
	49	439.24048	144.28186
	50	438.9483	144.34712
	51	433.89355	146.7549
	52	426.64343	150.51047
	53	425.12494	152.25313
	54	421.59845	155.01572
	55	415.67865	158.78781
	56	409.2923	164.97568
	57	405.81555	168.3534
	58	405.84518	171.67847
	59	402.14532	173.96921
	60	401.5561	185.46036
	61	396.14215	191.12598
	62	388.79327	195.4768
	63	383.85773	201.44885
	64	376.05475	211.12772
	65	373.66	211.12134
	66	373.3517	208.76195
	67	374.9508	205.97205
	68	385.7041	201.2734
	69	393.13232	196.38264
	70	400.49728	189.48404
	71	408.76422	182.15128
	72	419.61703	163.73248
	73	421.6931	156.72614
	74	423.01154	148.77359
	75	424.0479	141.9776
	76	421.1938	130.02827
	77	417.6264	138.10498
	78	416.34485	136.3807
	79	415.74646	140.8895
	80	414.9478	140.79428
	81	414.79437	136.25793
	82	414.9746	140.66498
	83	414.57675	136.86504
	84	414.48578	137.00143
	85	414.37872	137.7956
	86	414.67358	137.79773
	87	414.61798	137.1775
	88	419.66373	128.69888
	89	426.05048	121.85264
	90	430.48517	120.31693
	91	433.39297	123.28733
	92	437.8977	136.7814
	93	438.0966	147.62885
	94	434.46057	158.22159
	95	427.15417	169.39519
	96	409.16812	190.17001
	97	401.80353	197.77188
	98	396.5125	203.47176
	99	394.07953	206.21466
	100	398.53275	203.80489
	101	403.63824	198.85434
	102	409.178	193.26143
	103	412.49374	188.15611
	104	417.96417	179.0961
	105	419.00507	177.51395
	106	419.26935	176.84828
	107	416.7774	179.85867
	108	409.11035	185.7303
	109	405.27972	187.30719
	110	402.04108	186.1651
	111	402.1106	184.19359
	112	408.13715	173.73238
	113	411.40692	166.9311
	114	414.76047	159.44397
	115	416.9088	151.19421
	116	417.64136	136.711
	117	415.79846	141.62466
	118	416.1179	136.93411
	119	416.3412	137.81448
	120	415.02936	132.966
	121	414.93137	131.77893
	122	414.6431	130.90897
	123	414.94086	126.513275
	124	418.60913	110.48334
	125	419.9652	103.99666
	126	421.57382	99.505005
	127	421.83612	97.125824
	128	422.22906	96.77074
	129	422.58612	100.58792
	130	422.98813	105.6154
	131	422.16183	116.08732
	132	409.7069	148.72108
	133	398.83826	163.8069
	134	389.1272	176.07994
	135	380.03998	183.01724
	136	377.24338	190.44215
	137	376.4432	205.7808
	138	375.34644	209.9724
	139	372.8624	210.68079
	140	370.43854	213.21237
	141	368.32318	213.0614
	142	366.65497	212.4112
	143	365.6872	211.93198
	144	365.2619	209.01874
	145	365.87152	204.41243
	146	366.19583	202.2562
	147	366.4259	200.41425
	148	366.06168	197.82951
	149	365.97424	197.9682
	150	366.05576	200.57303
	151	365.37082	201.864

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #6	Position
	Frame	X pixels	Y pixels
	0	543.1408	206.88571
	1	545.53186	205.43137
	2	550.00867	202.52438
	3	554.61456	198.7634
	4	564.1192	191.00772
	5	569.688	184.73878
	6	572.5811	178.71288
	7	575.77405	174.26749
	8	578.593	169.17337
	9	579.10706	168.23776
	10	579.37305	167.48949
	11	579.2965	166.73306
	12	579.7224	166.16476
	13	579.29816	166.11641
	14	579.2598	166.06145
	15	578.9099	166.08968
	16	579.09644	165.8085
	17	579.23395	165.33089
	18	578.67456	165.32623
	19	579.1455	165.62419
	20	577.2748	160.74391
	21	577.25916	158.15839
	22	574.88293	155.4739
	23	572.2173	151.69733
	24	570.0062	147.51047
	25	567.6485	145.13255
	26	565.8893	143.76067
	27	564.06335	144.44217
	28	557.2852	147.3948
	29	553.6314	149.14531
	30	550.83936	149.54782
	31	549.6834	153.87866
	32	545.34796	158.05428
	33	543.33405	158.90433
	34	542.08093	159.29602
	35	541.2036	159.30135
	36	536.8279	161.74983
	37	534.98474	162.80832
	38	533.914	163.37149
	39	532.07965	162.37323
	40	530.2383	161.33017
	41	529.7915	161.11775
	42	529.5471	160.77135
	43	527.9669	160.45966
	44	525.38617	160.62079
	45	524.71045	160.7531
	46	524.67267	159.53189
	47	524.77765	158.08331
	48	525.00244	157.61206
	49	525.7582	153.78473
	50	527.1014	146.12354
	51	521.7001	134.75969
	52	507.71326	112.06805
	53	501.0354	102.131714
	54	492.84772	97.589905
	55	485.5287	102.70445
	56	480.24774	124.63481
	57	479.55994	144.49696
	58	479.75952	168.7972
	59	470.27686	194.21825
	60	450.77795	247.77849
	61	438.30347	263.46027
	62	427.76703	271.8311
	63	418.09357	281.63687
	64	402.0285	297.91284
	65	399.015	299.89426
	66	400.7141	298.46948
	67	408.2307	294.42755
	68	437.01602	281.48608
	69	454.9098	267.87357
	70	471.9314	250.90213
	71	490.20746	229.59793
	72	512.0713	177.204
	73	513.07935	146.81653
	74	508.73346	117.72252
	75	498.48987	90.84277
	76	466.99548	52.49295
	77	445.50702	54.00232
	78	429.17426	49.04384
	79	416.07996	52.707382
	80	402.42813	52.459824
	81	401.63022	47.47769
	82	406.48584	51.228943
	83	410.8286	46.854675
	84	420.1939	46.80066
	85	419.5902	47.413773
	86	419.0304	47.28163
	87	423.1098	46.860397
	88	444.6949	41.941833
	89	465.0354	40.825394
	90	483.93234	49.17543
	91	499.7657	64.36478
	92	523.1405	111.28627
	93	528.3188	137.85999
	94	525.54236	166.08475
	95	516.25116	192.28732
	96	488.72095	239.13843
	97	471.57092	259.56268
	98	458.125	273.79346
	99	449.80627	280.90552
	100	457.83856	273.4916
	101	468.73215	260.42554
	102	480.09955	245.42459
	103	489.58527	227.4255
	104	504.39642	195.98854
	105	508.53632	187.36829
	106	509.9773	187.7772
	107	507.91418	192.70908
	108	500.57214	197.90291
	109	496.85596	195.84923
	110	492.91125	191.90747
	111	492.53546	183.01146
	112	494.23077	151.07687
	113	491.74066	131.08078
	114	485.65594	109.023575
	115	476.5464	88.25911
	116	449.07025	56.222748
	117	433.3996	57.226227
	118	422.4402	50.63655
	119	414.66324	51.02426
	120	414.15723	45.502625
	121	420.1577	44.848907
	122	427.65802	45.182022
	123	436.52066	42.787903
	124	457.67908	33.47888
	125	466.77527	31.524427
	126	473.89886	30.729492
	127	477.27722	30.351072
	128	478.41455	28.185287
	129	476.08295	28.270157
	130	473.96207	29.690063
	131	469.97504	37.826477
	132	451.8551	73.86536
	133	444.57422	104.547485
	134	419.86432	146.77487
	135	419.29742	180.89622
	136	418.33148	212.72409
	137	415.71057	271.48203
	138	412.84906	286.31857
	139	407.10913	292.70502
	140	401.09766	300.80704
	141	398.1371	301.4487
	142	395.22	301.7954
	143	393.3104	301.86038
	144	390.84265	298.53772
	145	388.70193	293.878
	146	387.1487	291.87842
	147	386.42212	289.97736
	148	386.12567	286.9586
	149	385.89398	286.5522
	150	384.987	288.99216
	151	384.23477	289.52283

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #7	Position
	Frame	X pixels	Y pixels
	0	261.99283	116.36682
	1	264.6037	115.85117
	2	267.1509	115.38932
	3	269.41635	114.71449
	4	273.92874	114.68224
	5	275.8451	114.353424
	6	277.62155	113.67071
	7	279.3235	113.71458
	8	282.15698	111.71637
	9	283.13763	111.73605
	10	283.95966	112.920166
	11	284.81635	113.198326
	12	285.53067	112.702
	13	285.62363	113.26706
	14	285.6186	112.81706
	15	285.64188	113.02221
	16	285.5591	111.59573
	17	285.4639	110.572495
	18	285.3355	109.839294
	19	285.1731	109.60736
	20	283.74142	109.510574
	21	282.7825	110.37245
	22	282.20642	108.5565
	23	280.69077	107.651566
	24	277.10284	106.722015
	25	274.9721	107.61592
	26	272.9522	108.096085
	27	271.16675	108.26306
	28	266.41776	108.431595
	29	264.06375	109.3802
	30	262.10226	109.39925
	31	259.94614	110.4436
	32	255.9119	111.74774
	33	254.01251	111.05989
	34	252.25601	110.784836
	35	250.65381	110.92461
	36	248.12137	111.25192
	37	247.25092	111.72504
	38	246.33853	111.95758
	39	245.51395	112.65534
	40	244.33841	112.71707
	41	243.68866	112.3159
	42	242.55418	111.53578
	43	241.70012	111.647064
	44	240.53384	111.293076
	45	239.70648	112.32543
	46	239.15518	112.51314
	47	238.7384	112.65144
	48	237.8357	112.34754
	49	237.35861	112.21275
	50	236.8878	112.62071
	51	236.3743	112.884125
	52	235.1674	113.018814
	53	235.0101	112.86601
	54	234.69566	113.46191
	55	234.38391	113.20313
	56	233.94789	112.15903
	57	234.14835	111.645905
	58	233.9592	111.01828
	59	233.80815	110.57411
	60	233.41144	110.21678
	61	232.65201	110.18146
	62	232.5246	110.57895
	63	231.94556	111.01929
	64	231.95865	112.030136
	65	232.01613	112.45188
	66	232.04935	111.66092
	67	232.21391	112.72061
	68	231.73825	113.10678
	69	231.74808	112.69683
	70	232.05252	112.240135
	71	232.37082	111.40349
	72	232.86105	110.25984
	73	232.9584	110.7554
	74	233.25928	111.222916
	75	233.48743	111.655
	76	233.67758	110.481415
	77	233.79608	109.688034
	78	234.13199	109.02562
	79	234.42111	108.99127
	80	234.78552	108.09108
	81	235.19342	108.41943
	82	235.45444	109.1481
	83	235.37363	109.5352
	84	235.69205	109.56175
	85	235.75095	109.52966
	86	235.46176	108.84424
	87	235.79382	109.74902
	88	236.40894	109.7287
	89	236.64517	109.670074
	90	236.95013	109.26993
	91	237.21033	109.033676
	92	238.18616	109.64412
	93	238.53397	109.45355
	94	238.83171	109.64923
	95	239.21414	109.686554
	96	239.41382	110.53357
	97	239.43848	110.72252
	98	239.4893	111.79387
	99	239.60376	112.17662
	100	239.68158	112.10313
	101	239.86868	111.98996
	102	239.83923	111.46092
	103	239.73734	111.25374
	104	239.90482	109.8006
	105	240.23834	109.242325
	106	240.61877	108.67813
	107	240.88652	108.33075
	108	240.87976	107.642
	109	240.80344	107.5143
	110	240.47949	107.824615
	111	240.20886	107.90451
	112	239.34644	108.23712
	113	239.30841	107.68866
	114	239.37872	107.44202
	115	239.38452	107.5531
	116	239.12247	107.39545
	117	238.65741	107.989944
	118	238.37527	107.21257
