Adobe After Effects 8.0 Keyframe Data

	Units Per Second	24
	Source Width	640
	Source Height	480
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #1	Position
	Frame	X pixels	Y pixels
	119	238.089	106.930176
	120	237.50024	107.03827
	121	237.17578	107.30339
	122	237.0116	107.2753
	123	236.7734	107.907974
	124	236.13223	108.51451
	125	236.14935	107.489426
	126	236.09346	107.10651
	127	235.97794	106.80307
	128	235.1307	107.17235
	129	234.86734	107.389496
	130	234.37685	107.38861
	131	234.15912	108.075745
	132	233.79776	108.646835
	133	233.96832	108.939026
	134	233.91571	109.205215
	135	234.07834	109.201385
	136	234.1838	110.040985
	137	233.54144	110.605865
	138	233.46326	110.561554
	139	232.90906	110.46504
	140	232.45827	110.3345
	141	232.3916	110.269455
	142	232.2196	109.772125
	143	231.72595	110.018005
	144	231.62668	110.383896
	145	230.88254	110.67345
	146	230.35185	110.58058
	147	230.01569	110.99997
	148	229.37973	110.86493
	149	229.0586	111.51541
	150	228.95319	111.002914
	151	228.82309	111.08438

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #8	Position
	Frame	X pixels	Y pixels
	0	215.86194	193.11421
	1	216.51666	189.28336
	2	214.49457	185.75737
	3	212.70828	181.83545
	4	207.67429	175.2363
	5	205.39615	172.19716
	6	204.73068	169.86792
	7	203.80438	167.66745
	8	202.6251	165.3486
	9	202.66516	164.31555
	10	202.79756	163.92365
	11	203.01523	163.73181
	12	203.37	163.39432
	13	203.47769	163.38663
	14	202.10767	163.77206
	15	202.46014	163.51567
	16	202.54788	164.49945
	17	203.6651	164.43402
	18	202.70624	165.07812
	19	200.91672	164.97728
	20	199.9013	163.23035
	21	198.6478	160.99527
	22	196.0068	159.17743
	23	193.34918	157.22635
	24	189.17361	152.1531
	25	187.28946	150.1708
	26	184.56232	149.47702
	27	182.72458	149.30872
	28	179.4302	148.55212
	29	178.37073	148.3118
	30	176.38536	148.5605
	31	174.01031	149.10922
	32	171.33269	149.94318
	33	170.5556	150.02228
	34	169.12277	150.35934
	35	167.66147	150.67618
	36	164.88022	151.57022
	37	163.60281	152.42023
	38	162.43768	152.95251
	39	161.4732	153.61757
	40	157.4027	155.08363
	41	155.90086	155.49028
	42	155.02704	155.6171
	43	154.1421	155.83011
	44	153.4126	156.02255
	45	153.16301	156.98938
	46	154.66446	157.53885
	47	154.06105	158.71397
	48	151.67624	161.01509
	49	153.55182	162.4566
	50	155.92717	164.55809
	51	160.64926	167.21805
	52	169.28854	171.42096
	53	173.33229	173.43211
	54	177.01262	175.12738
	55	176.75673	176.29361
	56	176.87082	179.03882
	57	177.25615	180.52762
	58	178.59108	183.91414
	59	179.14711	187.44835
	60	186.41055	196.72653
	61	191.67303	202.0431
	62	197.65753	207.42542
	63	202.73358	211.50494
	64	211.0499	216.45772
	65	213.21634	218.43462
	66	213.22043	218.05919
	67	209.8797	217.37984
	68	200.28949	210.25952
	69	194.35217	205.72607
	70	187.4834	200.09018
	71	181.27219	193.66452
	72	172.06436	179.14928
	73	169.65192	171.46454
	74	166.61095	163.28427
	75	162.88995	155.33652
	76	160.32167	144.21677
	77	160.14978	141.37872
	78	160.23221	138.70502
	79	159.04228	134.37563
	80	158.03758	131.02963
	81	157.74544	130.39502
	82	157.92372	130.39487
	83	157.71056	130.29285
	84	157.35509	129.96036
	85	157.94482	126.633125
	86	157.88844	124.38528
	87	158.22266	123.44794
	88	159.61368	120.380615
	89	160.55246	119.175735
	90	153.94296	115.76529
	91	147.70375	115.73396
	92	147.06952	130.55957
	93	150.26677	141.69081
	94	155.0244	153.25941
	95	162.00987	164.93889
	96	177.12262	184.56854
	97	182.64328	192.29137
	98	187.5689	197.69437
	99	189.598	201.02335
	100	187.47684	197.76953
	101	183.80457	193.40173
	102	178.5335	188.58427
	103	173.89282	184.2313
	104	168.6217	180.43927
	105	169.36124	179.77435
	106	172.50832	180.45746
	107	176.79236	182.8431
	108	182.35187	186.7194
	109	183.88599	187.08655
	110	181.5082	186.57394
	111	178.3948	183.20137
	112	171.03482	170.91484
	113	167.54178	162.83177
	114	163.70685	154.70114
	115	161.32597	147.01666
	116	158.43979	135.49666
	117	160.9578	135.64203
	118	161.50139	132.8898
	119	162.02628	131.02634
	120	161.57549	127.901245
	121	162.1597	127.08203
	122	161.10872	123.60669
	123	159.08232	119.37555
	124	155.52042	106.96442
	125	153.58841	99.242676
	126	152.40263	93.017105
	127	151.83113	88.87096
	128	151.09277	88.262634
	129	150.23215	91.7184
	130	149.73682	98.423416
	131	150.23047	108.65033
	132	157.3211	138.03099
	133	164.90982	153.76799
	134	175.0582	166.04117
	135	184.84998	175.47911
	136	191.32288	183.28099
	137	196.65219	196.52809
	138	197.21179	202.60333
	139	199.8309	206.28705
	140	202.86343	211.72119
	141	203.79172	212.61012
	142	203.48215	213.70645
	143	201.42062	213.34903
	144	197.26668	210.37662
	145	196.00746	209.34099
	146	193.32236	207.15474
	147	191.26117	205.57692
	148	187.1058	200.98448
	149	184.90373	198.69624
	150	184.18637	197.06625
	151	183.37366	195.42563

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #9	Position
	Frame	X pixels	Y pixels
	0	127.78517	231.56572
	1	127.8678	224.95546
	2	125.19165	220.74826
	3	122.98457	215.11957
	4	118.666855	206.45312
	5	117.406586	203.95456
	6	117.92769	201.80527
	7	118.353806	200.25891
	8	119.3306	198.8603
	9	119.7776	197.71272
	10	120.00865	196.19849
	11	120.14192	195.50912
	12	120.75908	194.68503
	13	120.71953	194.42946
	14	118.91316	195.03429
	15	119.37427	194.80203
	16	119.475845	197.10059
	17	119.73903	195.96799
	18	118.19098	197.85895
	19	116.07364	199.63583
	20	113.90459	197.74802
	21	112.76305	195.33762
	22	108.826904	191.02695
	23	104.5948	186.87534
	24	97.89795	178.15005
	25	95.11394	174.81381
	26	90.88808	172.22147
	27	87.84274	171.00977
	28	83.74783	170.18146
	29	82.83038	170.7056
	30	80.42099	172.61182
	31	77.86685	174.10376
	32	75.09308	176.32951
	33	74.5004	176.7338
	34	73.78163	179.20192
	35	72.86333	180.97507
	36	71.12462	182.80086
	37	70.17949	183.13559
	38	69.405685	183.43004
	39	68.91489	183.58769
	40	64.32132	186.21295
	41	62.78116	186.71065
	42	61.74411	187.17805
	43	60.994476	187.44739
	44	59.413574	185.51305
	45	58.55182	185.03201
	46	59.394745	183.8013
	47	57.67514	182.4469
	48	54.04431	178.84557
	49	54.30838	172.94836
	50	55.907196	162.02356
	51	62.107025	149.0311
	52	78.69328	126.734634
	53	85.84462	121.6013
	54	88.66162	124.087
	55	85.03482	131.12753
	56	76.47716	161.00497
	57	75.439514	181.18785
	58	78.56029	203.03198
	59	84.93518	224.33676
	60	111.633575	261.74103
	61	126.48166	277.0172
	62	141.28947	288.91055
	63	154.51039	298.40625
	64	173.8825	309.1677
	65	178.04282	312.49734
	66	175.63052	311.4677
	67	169.43149	310.02704
	68	144.06406	292.71246
	69	127.00943	278.88712
	70	109.93666	262.4868
	71	93.35925	240.54669
	72	72.57956	183.47766
	73	72.09367	150.9151
	74	75.765915	120.646805
	75	84.52132	92.76108
	76	111.68974	56.594437
	77	127.590195	47.409622
	78	141.27844	41.226868
	79	152.4833	35.413544
	80	161.65193	31.012741
	81	159.5735	29.592026
	82	157.0912	28.976334
	83	156.95142	28.58966
	84	160.98717	28.369888
	85	161.1861	24.63649
	86	158.41078	21.791397
	87	149.9833	20.517822
	88	123.35141	21.970673
	89	107.36954	28.103577
	90	87.21776	30.986725
	91	66.381775	42.196518
	92	47.48123	88.5307
	93	47.079407	116.23993
	94	51.036102	145.69675
	95	60.60724	175.63712
	96	88.90022	229.53082
	97	100.80525	249.70027
	98	110.4285	263.35544
	99	113.201645	269.62228
	100	104.03383	258.93933
	101	94.69588	245.73068
	102	83.65166	229.95233
	103	74.18573	213.981
	104	64.73129	191.82309
	105	65.468216	188.76514
	106	69.617294	191.10815
	107	74.84346	195.22394
	108	82.41142	207.86809
	109	84.25134	210.19322
	110	80.64421	206.78287
	111	75.66489	196.82736
	112	66.53786	158.60083
	113	65.26196	134.04501
	114	66.900986	108.13225
	115	73.443756	84.25131
	116	99.2281	46.8714
	117	114.74013	40.348846
	118	127.23137	32.833054
	119	135.8104	28.333466
	120	134.53856	23.81845
	121	129.24213	24.108505
	122	122.84	21.487045
	123	118.00391	17.358734
	124	103.02222	7.573761
	125	93.08798	2.7505493
	126	84.532135	0.07885742
	127	78.98515	-1.331665
	128	77.191864	-1.7155304
	129	80.485	-0.96224976
	130	85.879364	2.8101044
	131	92.38069	11.2035675
	132	107.688065	44.845383
	133	113.36156	69.723434
	134	117.93887	103.769455
	135	125.25192	145.03336
	136	129.8397	185.24753
	137	139.01247	251.09511
	138	143.2806	274.1445
	139	146.69365	287.36728
	140	151.74289	299.98364
	141	151.8438	300.85696
	142	148.38829	300.6038
	143	143.48769	298.748
	144	130.08878	288.24176
	145	122.335846	280.91724
	146	113.93448	272.63354
	147	104.88925	263.26813
	148	89.47958	239.23137
	149	83.24864	225.79681
	150	79.68935	213.74947
	151	77.05133	203.9128

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #10	Position
	Frame	X pixels	Y pixels
	0	358.4625	234.85033
	1	360.91852	234.87529
	2	363.6767	233.49031
	3	365.89697	232.52052
	4	370.98325	233.42865
	5	373.24792	233.39923
	6	374.76904	233.71786
	7	376.86157	234.76834
	8	378.77335	234.21327
	9	379.64667	234.71776
	10	380.2985	237.25282
	11	381.45367	237.68787
	12	382.24945	237.79265
	13	382.41858	238.67586
	14	382.33936	238.09691
	15	382.2208	238.61652
	16	382.02237	236.8042
	17	381.08008	236.33784
	18	380.74905	235.38222
	19	380.93042	234.74399
	20	379.69327	234.77487
	21	378.95233	236.20218
	22	377.8935	234.20082
	23	375.77386	233.44778
	24	371.77386	232.5848
	25	369.50323	233.69116
	26	367.58783	234.18552
	27	365.64868	234.58981
	28	359.9217	235.59717
	29	357.75885	236.18965
	30	356.13354	236.10933
	31	353.287	237.83582
	32	348.93207	239.48187
	33	346.3169	239.14954
	34	343.8285	239.25725
	35	341.86835	239.6191
	36	339.52545	239.3939
	37	338.78522	239.92374
	38	338.2074	239.81789
	39	337.5323	240.59904
	40	335.94348	240.90111
	41	335.4092	240.33557
	42	334.50485	239.2542
	43	333.76096	239.2348
	44	332.70114	239.10689
	45	332.021	240.10957
	46	332.02716	239.80235
	47	331.8897	239.76642
	48	331.2303	239.16835
	49	330.86615	238.90244
	50	330.61536	239.10034
	51	330.4676	239.16689
	52	329.202	239.32697
	53	329.04333	239.16988
	54	328.8338	239.7093
	55	328.59576	239.04805
	56	327.56314	238.32306
	57	327.1896	238.29715
	58	326.60638	237.98996
	59	326.28326	237.72104
	60	325.56186	237.24849
	61	324.56165	236.97502
	62	323.9449	237.31813
	63	323.62442	237.41377
	64	325.1169	237.95187
	65	326.04053	237.72026
	66	326.33823	236.48747
	67	326.71014	238.10713
	68	325.6817	238.82584
	69	325.26617	238.40996
	70	325.52545	238.20215
	71	325.76703	237.2131
	72	325.4968	236.30743
	73	326.15778	236.45848
	74	326.62326	237.13293
	75	327.36035	237.72588
	76	327.768	236.64777
	77	327.60205	236.19429
	78	327.52716	235.96667
	79	327.59332	236.27191
	80	327.65094	235.5976
	81	328.0106	235.89151
	82	327.63318	237.32779
	83	327.41895	237.84264
	84	328.177	237.29637
	85	328.52472	237.02179
	86	328.50104	235.96162
	87	329.02563	236.92458
	88	329.18036	237.40465
	89	329.49762	237.29022
	90	329.37494	237.20274
	91	329.59137	236.91013
	92	330.39093	237.83537
	93	330.80115	237.44807
	94	331.3	237.49644
	95	331.9511	237.282
	96	333.02386	237.66896
	97	333.51303	237.62498
	98	334.2605	238.26471
	99	334.6312	238.41594
	100	334.29166	238.46107
	101	334.09042	238.53091
	102	333.6853	238.22925
	103	333.41058	238.37976
	104	332.11563	237.99498
	105	331.70343	237.82523
	106	331.46118	237.78212
	107	331.26773	237.88019
	108	330.51678	237.85095
	109	330.10278	238.28326
	110	330.21924	238.26523
	111	329.34106	238.90054
	112	326.91003	240.52176
	113	325.96198	240.46437
	114	325.34174	240.64424
	115	325.00674	240.93118
	116	324.5039	240.84546
	117	324.86142	240.91815
	118	325.5627	239.30504
	119	325.71	238.66232
	120	326.10074	238.11647
	121	326.25943	238.16174
	122	326.35492	238.01959
	123	326.92416	238.12425
	124	327.21613	237.95674
	125	327.1859	236.835
	126	327.33862	236.24092
	127	327.46436	235.82025
	128	326.98846	236.10378
	129	326.34396	236.73456
	130	326.1356	236.60648
	131	326.12885	237.27553
	132	325.94406	237.69452
	133	326.46564	237.80055
	134	326.8651	237.69302
	135	326.93567	237.69632
	136	326.83295	238.67534
	137	325.9634	238.99736
	138	325.11075	239.37344
	139	323.84598	239.54985
	140	322.51917	240.3034
	141	322.58044	240.35013
	142	322.58682	239.69229
	143	322.71225	239.70044
	144	324.35175	239.04095
	145	323.49176	239.37784
	146	322.94733	239.0064
	147	323.10266	239.27078
	148	323.53284	237.70615
	149	323.7348	238.29892
	150	324.09164	237.39314
	151	324.54614	236.8786

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #11	Position
	Frame	X pixels	Y pixels
	0	373.51407	379.26065
	1	375.12897	379.6098
	2	376.51813	378.17572
	3	378.12067	377.42816
	4	381.96182	378.52582
	5	383.34406	378.69406
	6	383.46155	379.1987
	7	384.35736	380.38556
	8	383.47363	380.05005
	9	384.13663	380.61017
	10	383.57486	383.02954
	11	384.67017	383.47272
	12	383.5276	383.1664
	13	383.96405	384.12244
	14	383.336	383.85376
	15	383.26596	384.38327
	16	381.9358	382.8178
	17	380.617	382.11047
	18	381.2356	381.43024
	19	381.56763	380.5794
	20	379.17752	380.34674
	21	378.05386	381.35645
	22	376.534	379.4901
	23	373.3975	378.9239
	24	370.83075	377.5147
	25	369.11658	378.59897
	26	368.46613	378.71564
	27	367.34125	378.88702
	28	363.5632	379.2068
	29	363.61575	379.604
	30	363.17456	378.87842
	31	361.0827	380.44995
	32	361.4351	381.99127
	33	359.41443	381.76794
	34	358.35034	381.94165
	35	358.3493	382.23553
	36	359.56683	381.84094
	37	359.7657	382.20673
	38	360.02313	381.93332
	39	359.1131	382.78665
	40	360.2376	382.64365
	41	360.50616	381.94702
	42	360.63495	380.61774
	43	360.7165	380.4452
	44	361.03333	379.80957
	45	360.64465	380.81403
	46	361.52054	380.52576
	47	361.43152	380.547
	48	360.4984	380.0511
	49	359.5539	379.93488
	50	359.80072	380.12448
	51	359.82074	380.1576
	52	359.42102	379.9911
	53	359.79132	379.581
	54	360.29663	379.99445
	55	360.6147	379.24658
	56	360.0628	378.3274
	57	360.17297	378.1067
	58	359.6784	377.78534
	59	359.23633	377.5766
	60	359.41876	377.337
	61	358.58914	377.17902
	62	358.37567	377.68
	63	358.27698	377.79883
	64	359.8291	377.7794
	65	359.5196	377.7978
	66	358.76428	376.6634
	67	359.02774	378.1834
	68	357.50818	378.79407
	69	358.179	378.2063
	70	359.67175	377.32904
	71	359.80118	376.65088
	72	359.93506	375.52023
	73	361.0396	375.672
	74	360.3	376.27365
	75	361.36346	376.72803
	76	360.49292	375.8945
	77	360.50958	375.30255
	78	360.4016	374.86224
	79	360.51642	375.10834
	80	360.40454	374.185
	81	360.65607	374.4682
	82	359.0535	376.0567
	83	358.92987	376.4044
	84	359.31012	376.0971
	85	358.98828	375.92242
	86	358.59372	374.72287
	87	357.5058	376.04535
	88	356.26254	376.7895
	89	355.86993	376.79752
	90	355.60175	376.47162
	91	356.3537	376.13184
	92	357.89645	376.9515
	93	358.80008	376.67334
	94	359.2519	377.0121
	95	360.25723	376.77264
	96	359.57666	377.586
	97	359.87732	377.74487
	98	360.30118	378.56732
	99	359.7508	379.00552
	100	358.83447	379.10455
	101	358.89255	378.96295
	102	357.54065	378.54437
	103	356.75946	378.6698
	104	355.32172	378.27194
	105	354.81464	378.25116
	106	354.95142	378.06433
	107	354.92377	378.0432
	108	353.85522	377.95667
	109	353.58643	378.2077
	110	354.08954	378.2755
	111	352.2779	378.93604
	112	351.33734	380.00955
	113	352.30353	379.43134
	114	352.39758	379.3116
	115	352.5984	379.38177
	116	353.37772	378.75873
	117	354.27496	378.6502
	118	354.85522	377.014
	119	354.50256	376.43726
	120	355.60513	375.89435
	121	355.6219	376.04407
	122	355.8542	375.8204
	123	355.9056	376.05
	124	353.93262	375.91718
	125	353.0575	374.91238
	126	352.68478	374.48553
	127	351.82074	374.21545
	128	351.37256	374.4058
	129	351.34296	375.0042
	130	351.7769	374.94092
	131	352.10065	375.69424
	132	352.17242	376.7904
	133	353.0382	377.02573
	134	353.27722	377.14423
	135	352.6079	377.34106
	136	352.95685	378.41724
	137	352.37097	378.8963
	138	352.0572	379.3437
	139	351.12646	379.70267
	140	351.58875	380.35016
	141	352.55194	380.3678
	142	352.139	379.84027
	143	352.1551	379.83212
	144	353.72388	379.18604
	145	351.13025	379.97076
	146	351.8484	379.47498
	147	352.8205	379.54028
	148	353.94482	378.0686
	149	354.03308	378.52783
	150	353.86438	377.68896
	151	353.21225	377.55432

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #12	Position
	Frame	X pixels	Y pixels
	0	386.21973	484.37268
	1	387.56647	482.6338
	2	390.1667	483.94708
	3	389.0573	482.53778
	4	390.1674	483.38315
	5	390.64722	482.71487
	6	390.55518	482.41168
	7	391.47733	482.46198
	8	390.1686	481.17175
	9	390.44806	482.27664
	10	389.93506	483.6731
	11	390.7155	484.98163
	12	389.68164	486.43695
	13	389.56476	487.6132
	14	390.42877	487.1591
	15	389.95477	487.18573
	16	389.937	485.6408
	17	388.17316	485.45862
	18	387.95346	485.1535
	19	388.7774	484.8583
	20	386.5865	484.68173
	21	386.0697	485.0865
	22	385.61597	482.8478
	23	384.34045	481.2929
	24	383.3478	481.1289
	25	383.11816	483.9214
	26	382.43835	484.93353
	27	381.55365	484.35632
	28	379.66284	484.8651
	29	380.6811	487.16016
	30	380.54578	485.99048
	31	378.76917	487.30334
	32	379.73495	489.18698
	33	378.81708	488.62585
	34	379.1248	488.5243
	35	379.83365	488.78934
	36	381.14337	488.23236
	37	380.87857	488.7914
	38	381.26904	488.96106
	39	382.9959	490.63135
	40	384.1938	491.0053
	41	385.0746	490.26556
	42	384.69843	489.77216
	43	385.71313	490.07104
	44	385.7298	490.79236
	45	385.59393	492.3863
	46	385.02448	491.8704
	47	383.60294	491.336
	48	383.12842	491.02954
	49	383.50946	490.8713
	50	383.56622	491.96484
	51	383.6118	491.44232
	52	382.59824	491.52393
	53	383.57715	491.984
	54	383.18362	491.78485
	55	383.9233	491.75446
	56	383.55066	489.52692
	57	383.9162	489.64166
	58	383.69574	489.78647
	59	383.68146	490.54297
	60	382.781	491.10913
	61	381.9473	489.67593
	62	382.7934	490.6774
	63	383.0299	489.14102
	64	384.36615	488.74078
	65	384.0427	489.13995
	66	383.68835	487.94678
	67	382.5198	488.10535
	68	383.02597	487.8811
	69	383.14618	487.40604
	70	383.17072	486.16293
	71	383.46936	484.73666
	72	382.31778	482.97397
	73	382.62344	483.5977
	74	383.54468	484.88538
	75	384.20184	485.9514
	76	385.32477	485.46976
	77	384.30627	484.7798
	78	384.62378	484.86707
	79	384.6214	485.53705
	80	384.4395	484.81555
	81	385.11	485.65533
	82	384.79648	487.51947
	83	385.2392	486.6776
	84	385.10614	486.64157
	85	384.73047	486.29175
	86	383.44946	484.9728
	87	384.0315	486.16046
	88	383.01965	485.71603
	89	382.7084	486.0514
	90	382.03772	485.95
	91	383.23633	484.72537
	92	382.62952	485.1384
	93	381.34415	484.2188
	94	380.9766	484.32254
	95	380.63873	485.5244
	96	380.83057	485.70786
	97	380.97968	485.7166
	98	381.4952	487.0034
	99	381.67346	487.35095
	100	381.3523	486.9975
	101	380.85233	487.2447
	102	381.4701	487.2999
	103	381.6734	487.77673
	104	379.94043	487.26007
	105	380.8568	486.6492
	106	379.71622	486.3949
	107	378.48755	487.24652
	108	379.47064	487.74878
	109	378.75244	487.98587
	110	379.89838	488.48712
	111	379.6371	488.57013
	112	378.2381	488.24014
	113	378.80396	488.1165
	114	378.49426	488.06253
	115	379.20526	488.4271
	116	379.4843	489.47943
	117	379.91534	489.85498
	118	380.20374	488.5333
	119	379.3913	488.16193
	120	379.6447	487.3276
	121	379.1883	487.53754
	122	378.14062	487.1266
	123	377.80304	488.16644
	124	376.71695	487.4242
	125	376.1684	485.85416
	126	375.163	486.22998
	127	375.34918	485.95746
	128	374.13763	485.16656
	129	373.82373	485.77893
	130	374.24646	485.56955
	131	374.8595	487.19336
	132	375.79523	488.34137
	133	376.87314	488.55527
	134	376.8568	488.64774
	135	377.2555	488.60486
	136	376.0287	490.44925
	137	376.43372	489.6991
	138	376.49377	490.29517
	139	376.61462	489.97495
	140	376.62958	491.7878
	141	376.3612	491.1736
	142	376.7934	491.19205
	143	375.58673	490.4639
	144	376.04095	490.586
	145	374.76813	491.542
	146	374.81747	491.8449
	147	375.45282	491.3286
	148	375.09515	489.91824
	149	374.9356	490.63785
	150	376.38492	489.77167
	151	376.70416	489.39624

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #13	Position
	Frame	X pixels	Y pixels
	0	293.9823	240.06592
	1	296.43198	239.8898
	2	298.99448	238.7583
	3	301.05978	237.79085
	4	305.8056	238.42204
	5	307.9237	238.29991
	6	309.34552	238.18504
	7	311.2922	238.92247
	8	313.16788	237.58464
	9	313.9432	237.85179
	10	314.63803	240.03104
	11	315.76187	240.48212
	12	316.6443	240.48045
	13	316.83316	241.33092
	14	316.6974	240.69734
	15	316.6275	241.12413
	16	316.33212	239.23245
	17	315.41275	238.34184
	18	315.00098	237.29295
	19	315.1844	236.82478
	20	314.0786	236.93832
	21	313.57144	238.48009
	22	312.51904	236.26453
	23	310.38516	235.23105
	24	306.55322	234.23471
	25	304.28403	235.23088
	26	302.44708	235.768
	27	300.65637	236.10219
	28	295.22906	236.77179
	29	293.07886	237.50958
	30	291.69836	237.66667
	31	289.01776	239.10652
	32	284.705	240.6186
	33	282.0821	239.92773
	34	279.5605	239.68224
	35	277.56003	239.86142
	36	275.15872	239.76341
	37	274.45615	240.35823
	38	273.9161	240.47777
	39	273.23758	241.29855
	40	271.666	241.43065
	41	271.12582	240.93181
	42	270.23264	240.00726
	43	269.49088	240.07266
	44	268.48932	239.9893
	45	267.80286	241.08807
	46	267.73984	241.02673
	47	267.59253	241.10884
	48	266.92615	240.64119
	49	266.55615	240.44475
	50	266.27466	240.76044
	51	266.13574	241.00685
	52	264.92365	241.15233
	53	264.819	241.0065
	54	264.58	241.58145
	55	264.31134	241.00027
	56	263.18048	239.81143
	57	262.81366	239.41971
	58	262.20605	238.8544
	59	261.88562	238.47203
	60	260.97607	237.79642
	61	259.88513	237.49472
	62	259.13492	237.7356
	63	258.78204	238.05951
	64	260.41232	239.36105
	65	261.30066	239.57178
	66	261.52917	238.42525
	67	261.949	240.06186
	68	260.9245	240.61415
	69	260.4333	240.02646
	70	260.7828	239.76842
	71	260.98245	238.71126
	72	260.81555	237.43184
	73	261.477	237.77686
	74	262.03876	238.46748
	75	262.87836	239.1476
	76	263.47397	237.99635
	77	263.42218	237.28079
	78	263.4936	236.76996
	79	263.65707	236.91049
	80	263.94968	235.95172
	81	264.38193	236.18309
	82	264.09753	237.37949
	83	263.93094	237.89131
	84	264.65488	237.46796
	85	265.02878	237.33664
	86	265.06436	236.4261
	87	265.603	237.45624
	88	265.7983	237.66267
	89	266.057	237.55675
	90	265.94202	237.27338
	91	266.10693	236.95421
	92	266.8301	237.94539
	93	267.14575	237.63445
	94	267.53558	237.77419
	95	268.04474	237.6867
	96	269.0053	238.56052
	97	269.49347	238.78445
	98	270.21454	239.8044
	99	270.56906	240.11725
	100	270.28754	240.05565
	101	270.18146	239.98601
	102	269.88315	239.52104
	103	269.72363	239.51476
	104	268.54767	238.30663
	105	268.061	237.69774
	106	267.8513	237.3056
	107	267.69672	237.13031
	108	266.91272	236.67238
	109	266.61447	236.98329
	110	266.71237	237.10666
	111	265.9306	237.41777
	112	263.75027	238.57008
	113	262.89545	238.12778
	114	262.38483	238.01872
	115	262.10672	238.20096
	116	261.6958	238.08261
	117	262.06815	238.6018
	118	262.79755	237.37602
	119	262.96362	236.89159
	120	263.34207	236.69629
	121	263.50378	236.92761
	122	263.64404	236.89958
	123	264.23334	237.38448
	124	264.6192	237.80392
	125	264.57004	236.54158
	126	264.7346	235.9806
	127	264.90897	235.67067
	128	264.42853	236.23268
	129	263.7535	236.70746
	130	263.45206	236.64413
	131	263.38297	237.46936
	132	262.81888	237.80487
	133	263.27655	238.01714
	134	263.58057	238.06209
	135	263.6028	238.02289
	136	263.40585	238.92804
	137	262.30963	239.22243
	138	261.337	239.25203
	139	259.89963	239.12436
	140	258.46515	239.49684
	141	258.45557	239.59074
	142	258.40842	239.02155
	143	258.55463	239.36075
	144	260.2219	239.4302
	145	259.28632	239.79163
	146	258.62418	239.43185
	147	258.76	239.95032
	148	259.0147	238.92508
	149	259.27536	239.8022
	150	259.64642	239.10187
	151	260.04257	238.85374

Effects	Puppet #2	arap #3	Mesh	Mesh #1	Deform	Pin #14	Position
	Frame	X pixels	Y pixels
	0	300.19666	382.97623
	1	302.72928	382.83472
	2	304.0643	382.32123
	3	305.26767	381.34888
	4	308.26337	382.5331
	5	308.15204	382.68878
	6	307.9883	382.5758
	7	308.88577	383.4414
	8	308.47595	382.0559
	9	309.85635	382.64642
	10	308.71637	384.5597
	11	308.6812	384.963
	12	308.7791	384.49744
	13	307.7053	385.49542
	14	306.55313	385.034
	15	305.69937	385.30023
	16	305.8185	383.76227
	17	305.18002	382.68137
	18	305.70898	382.0265
	19	306.43933	381.62164
	20	304.8283	381.11893
	21	303.5664	382.19678
	22	302.21564	380.20972
	23	299.94925	379.24298
	24	297.96735	377.73853
	25	296.30643	378.85608
	26	295.07437	379.33905
	27	293.68546	379.37787
	28	288.76965	379.48285
	29	287.7285	380.32602
	30	287.66116	379.88623
	31	286.52866	381.30396
	32	284.01874	382.6299
	33	281.4623	382.04837
	34	279.99515	381.88446
	35	280.16946	381.96426
	36	279.87286	381.76456
	37	279.46384	382.15378
	38	279.49585	382.03973
	39	279.1989	383.0551
	40	279.0972	383.146
	41	279.08862	382.63354
	42	278.5529	381.5804
	43	278.5352	381.53058
	44	279.0203	381.3088
	45	278.75977	382.3136
	46	279.8944	382.4171
	47	279.8446	382.3246
	48	279.02347	381.77112
	49	277.75482	381.57288
	50	277.99146	382.00903
	51	279.13318	382.1258
	52	278.71533	382.10083
	53	279.10892	381.9879
	54	277.74832	382.78107
	55	277.32867	382.31836
	56	277.17734	381.38177
	57	277.4063	380.84723
	58	276.568	380.35446
	59	277.24988	379.9194
	60	277.97064	379.40125
	61	277.67578	378.92728
	62	278.44354	379.14032
	63	279.05255	379.1944
	64	280.24118	380.4063
	65	279.5159	381.00372
	66	278.59726	380.05182
	67	278.88736	381.41797
	68	278.8257	381.5633
	69	278.9443	381.2343
	70	280.05664	380.65417
	71	280.12247	379.9906
	72	280.0271	378.46722
	73	280.422	379.08905
	74	279.6264	379.48676
	75	280.20288	380.38812
	76	278.2224	379.63208
	77	277.76566	378.80936
	78	277.44016	378.38983
	79	277.90454	378.54547
	80	277.7618	377.64062
	81	277.84576	377.69318
	82	277.0479	378.56104
	83	277.48972	379.0189
	84	278.13937	378.79608
	85	277.89148	378.86548
	86	279.56244	377.83295
	87	279.43875	378.929
	88	278.84116	379.19412
	89	279.35406	378.8058
	90	279.57544	378.4943
	91	280.1606	378.23474
	92	281.1201	379.36246
